instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_c,atemp_c,hum_pct,windspeed_kmh,season_lbl,weather_lbl,day_segment,is_peak_hour,casual_share,registered_share
15127,2012-09-27,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294,29.52,33.335,51.0,11.0014,Winter,Mist,Morning,0,22.789115646258505,77.21088435374149
15128,2012-09-27,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335,30.34,33.335,48.0,8.9981,Winter,Mist,Afternoon,0,18.80597014925373,81.19402985074626
15129,2012-09-27,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,61,265,326,30.34,33.335,48.0,0.0,Winter,Mist,Afternoon,0,18.711656441717793,81.28834355828221
15130,2012-09-27,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258,31.16,34.089999999999996,45.0,6.0032,Winter,Mist,Afternoon,0,17.05426356589147,82.94573643410853
15131,2012-09-27,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296,31.16,34.089999999999996,45.0,0.0,Winter,Mist,Afternoon,0,13.85135135135135,86.14864864864865
15132,2012-09-27,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472,29.52,33.335,57.99999999999999,22.0028,Winter,Mist,Afternoon,0,15.466101694915254,84.53389830508475
15133,2012-09-27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905,27.060000000000002,31.06,69.0,19.999499999999998,Winter,Mist,Afternoon,1,9.613259668508286,90.38674033149171
15134,2012-09-27,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899,27.060000000000002,31.06,69.0,15.001299999999999,Winter,Mist,Evening,1,8.565072302558399,91.43492769744161
15135,2012-09-27,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559,27.060000000000002,31.06,65.0,8.9981,Winter,Clear,Evening,1,8.586762075134168,91.41323792486583
15136,2012-09-27,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457,26.240000000000002,30.305,69.0,15.001299999999999,Winter,Mist,Evening,0,9.846827133479213,90.15317286652079
15137,2012-09-27,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253,25.419999999999998,28.79,83.0,19.999499999999998,Winter,Light Precip,Evening,0,7.114624505928854,92.88537549407114
15138,2012-09-27,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47,25.419999999999998,28.79,83.0,19.999499999999998,Winter,Light Precip,Evening,0,4.25531914893617,95.74468085106383
15139,2012-09-27,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45,25.419999999999998,28.79,83.0,11.0014,Winter,Light Precip,Evening,0,2.2222222222222223,97.77777777777777
15140,2012-09-28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,24.599999999999998,27.275,88.0,11.0014,Winter,Light Precip,Night,0,11.76470588235294,88.23529411764706
15141,2012-09-28,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0,13,13,24.599999999999998,27.275,88.0,0.0,Winter,Light Precip,Night,0,0.0,100.0
15142,2012-09-28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10,24.599999999999998,27.275,88.0,19.999499999999998,Winter,Light Precip,Night,0,10.0,90.0
15143,2012-09-28,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7,24.599999999999998,28.03,83.0,8.9981,Winter,Mist,Night,0,0.0,100.0
15144,2012-09-28,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12,22.96,26.515,88.0,7.0015,Winter,Light Precip,Night,0,16.666666666666664,83.33333333333334
15145,2012-09-28,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,1,37,38,22.96,26.515,88.0,0.0,Winter,Clear,Night,0,2.631578947368421,97.36842105263158
15146,2012-09-28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138,22.96,26.515,94.0,6.0032,Winter,Mist,Morning,0,1.4492753623188406,98.55072463768117
15147,2012-09-28,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,10,384,394,22.96,26.515,94.0,0.0,Winter,Mist,Morning,1,2.5380710659898478,97.46192893401016
15148,2012-09-28,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705,24.599999999999998,28.03,83.0,6.0032,Winter,Clear,Morning,1,4.397163120567376,95.60283687943263
15149,2012-09-28,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426,25.419999999999998,28.79,83.0,7.0015,Winter,Mist,Morning,1,6.338028169014084,93.66197183098592
15150,2012-09-28,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245,26.240000000000002,29.544999999999998,78.0,8.9981,Winter,Mist,Morning,0,20.816326530612244,79.18367346938776
15151,2012-09-28,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,109,252,361,27.060000000000002,31.06,69.0,0.0,Winter,Mist,Morning,0,30.193905817174517,69.80609418282549
15152,2012-09-28,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380,28.7,32.574999999999996,54.0,16.997899999999998,Winter,Mist,Afternoon,0,24.736842105263158,75.26315789473685
15153,2012-09-28,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410,28.7,32.574999999999996,51.0,16.997899999999998,Winter,Mist,Afternoon,0,25.853658536585368,74.14634146341463
15154,2012-09-28,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399,28.7,32.574999999999996,54.0,16.997899999999998,Winter,Mist,Afternoon,0,26.31578947368421,73.68421052631578
15155,2012-09-28,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392,27.880000000000003,31.819999999999997,54.0,19.0012,Winter,Mist,Afternoon,0,26.53061224489796,73.46938775510205
15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502,27.060000000000002,31.06,50.0,15.001299999999999,Winter,Mist,Afternoon,0,16.533864541832667,83.46613545816733
15157,2012-09-28,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808,27.060000000000002,31.06,54.0,19.999499999999998,Winter,Mist,Afternoon,1,12.5,87.5
15158,2012-09-28,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667,26.240000000000002,31.06,50.0,15.001299999999999,Winter,Mist,Evening,1,8.695652173913043,91.30434782608695
15159,2012-09-28,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508,25.419999999999998,31.06,50.0,16.997899999999998,Winter,Light Precip,Evening,1,7.480314960629922,92.51968503937007
15160,2012-09-28,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336,24.599999999999998,31.06,53.0,11.0014,Winter,Light Precip,Evening,0,9.523809523809524,90.47619047619048
15161,2012-09-28,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237,24.599999999999998,31.06,53.0,12.998000000000001,Winter,Light Precip,Evening,0,13.502109704641349,86.49789029535864
15162,2012-09-28,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220,23.779999999999998,27.275,53.0,15.001299999999999,Winter,Mist,Evening,0,13.636363636363635,86.36363636363636
15163,2012-09-28,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190,22.96,26.515,56.00000000000001,12.998000000000001,Winter,Mist,Evening,0,13.684210526315791,86.31578947368422
15164,2012-09-29,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149,22.14,25.759999999999998,60.0,15.001299999999999,Winter,Clear,Night,0,10.06711409395973,89.93288590604027
15165,2012-09-29,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101,22.14,25.759999999999998,60.0,15.001299999999999,Winter,Clear,Night,0,11.881188118811881,88.11881188118812
15166,2012-09-29,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92,22.14,25.759999999999998,56.00000000000001,15.001299999999999,Winter,Mist,Night,0,13.043478260869565,86.95652173913044
15167,2012-09-29,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29,21.32,25.0,59.0,12.998000000000001,Winter,Mist,Night,0,13.793103448275861,86.20689655172413
15168,2012-09-29,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14,21.32,25.0,59.0,16.997899999999998,Winter,Clear,Night,0,42.857142857142854,57.14285714285714
15169,2012-09-29,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15,20.5,24.240000000000002,63.0,12.998000000000001,Winter,Clear,Night,0,13.333333333333334,86.66666666666667
15170,2012-09-29,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37,20.5,24.240000000000002,63.0,16.997899999999998,Winter,Clear,Morning,0,10.81081081081081,89.1891891891892
15171,2012-09-29,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73,19.68,23.485,67.0,19.0012,Winter,Clear,Morning,0,16.43835616438356,83.56164383561644
15172,2012-09-29,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211,20.5,24.240000000000002,68.0,19.0012,Winter,Clear,Morning,0,17.535545023696685,82.46445497630332
15173,2012-09-29,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332,20.5,24.240000000000002,63.0,12.998000000000001,Winter,Clear,Morning,0,20.783132530120483,79.21686746987952
15174,2012-09-29,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472,22.14,25.759999999999998,56.00000000000001,16.997899999999998,Winter,Clear,Morning,0,28.389830508474578,71.61016949152543
15175,2012-09-29,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663,22.96,26.515,52.0,19.0012,Winter,Clear,Morning,0,32.73001508295626,67.26998491704374
15176,2012-09-29,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682,25.419999999999998,31.06,41.0,19.999499999999998,Winter,Clear,Afternoon,0,28.005865102639294,71.99413489736071
15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686,25.419999999999998,31.06,41.0,19.999499999999998,Winter,Clear,Afternoon,0,33.965014577259474,66.03498542274052
15178,2012-09-29,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750,24.599999999999998,31.06,40.0,16.997899999999998,Winter,Clear,Afternoon,0,40.266666666666666,59.73333333333334
15179,2012-09-29,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727,24.599999999999998,31.06,43.0,16.997899999999998,Winter,Clear,Afternoon,0,37.27647867950481,62.72352132049519
15180,2012-09-29,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722,25.419999999999998,31.06,41.0,16.997899999999998,Winter,Clear,Afternoon,0,38.088642659279785,61.911357340720215
15181,2012-09-29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712,24.599999999999998,31.06,38.0,23.9994,Winter,Clear,Afternoon,0,35.95505617977528,64.04494382022472
15182,2012-09-29,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594,22.96,26.515,46.0,12.998000000000001,Winter,Clear,Evening,0,29.292929292929294,70.70707070707071
15183,2012-09-29,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470,21.32,25.0,55.00000000000001,11.0014,Winter,Clear,Evening,0,25.319148936170212,74.68085106382979
15184,2012-09-29,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315,21.32,25.0,55.00000000000001,12.998000000000001,Winter,Clear,Evening,0,27.936507936507937,72.06349206349206
15185,2012-09-29,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292,21.32,25.0,55.00000000000001,8.9981,Winter,Clear,Evening,0,25.0,75.0
15186,2012-09-29,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221,20.5,24.240000000000002,63.0,7.0015,Winter,Clear,Evening,0,21.71945701357466,78.28054298642535
15187,2012-09-29,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196,20.5,24.240000000000002,59.0,6.0032,Winter,Clear,Evening,0,17.857142857142858,82.14285714285714
15188,2012-09-30,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147,20.5,24.240000000000002,59.0,0.0,Winter,Clear,Night,0,23.809523809523807,76.19047619047619
15189,2012-09-30,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116,20.5,24.240000000000002,59.0,0.0,Winter,Clear,Night,0,26.72413793103448,73.27586206896551
15190,2012-09-30,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92,19.68,23.485,63.0,0.0,Winter,Clear,Night,0,22.82608695652174,77.17391304347827
15191,2012-09-30,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58,18.86,22.725,67.0,6.0032,Winter,Clear,Night,0,29.310344827586203,70.6896551724138
15192,2012-09-30,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7,18.86,22.725,67.0,6.0032,Winter,Clear,Night,0,14.285714285714285,85.71428571428571
15193,2012-09-30,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10,18.04,21.97,72.0,0.0,Winter,Clear,Night,0,10.0,90.0
15194,2012-09-30,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22,18.04,21.97,72.0,6.0032,Winter,Clear,Morning,0,9.090909090909092,90.9090909090909
15195,2012-09-30,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57,18.04,21.97,77.0,0.0,Winter,Clear,Morning,0,24.561403508771928,75.43859649122807
15196,2012-09-30,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144,19.68,23.485,67.0,7.0015,Winter,Clear,Morning,0,12.5,87.5
15197,2012-09-30,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285,21.32,25.0,63.0,7.0015,Winter,Clear,Morning,0,25.964912280701753,74.03508771929825
15198,2012-09-30,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479,23.779999999999998,27.275,46.0,11.0014,Winter,Clear,Morning,0,33.40292275574113,66.59707724425887
15199,2012-09-30,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591,24.599999999999998,31.06,43.0,15.001299999999999,Winter,Clear,Morning,0,37.56345177664975,62.43654822335025
15200,2012-09-30,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680,25.419999999999998,31.06,41.0,19.999499999999998,Winter,Clear,Afternoon,0,30.294117647058822,69.70588235294117
15201,2012-09-30,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594,25.419999999999998,31.06,41.0,16.997899999999998,Winter,Clear,Afternoon,0,30.303030303030305,69.6969696969697
15202,2012-09-30,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612,25.419999999999998,31.06,41.0,16.997899999999998,Winter,Clear,Afternoon,0,33.98692810457516,66.01307189542483
15203,2012-09-30,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649,26.240000000000002,31.06,36.0,16.997899999999998,Winter,Clear,Afternoon,0,35.43913713405239,64.56086286594761
15204,2012-09-30,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648,26.240000000000002,31.06,36.0,15.001299999999999,Winter,Clear,Afternoon,0,31.17283950617284,68.82716049382715
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,25.419999999999998,31.06,35.0,19.0012,Winter,Clear,Afternoon,0,33.91304347826087,66.08695652173913
15206,2012-09-30,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,21.32,25.0,59.0,30.002599999999997,Winter,Clear,Evening,0,22.693266832917704,77.3067331670823
15207,2012-09-30,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257,20.5,24.240000000000002,72.0,8.9981,Winter,Light Precip,Evening,0,13.229571984435799,86.7704280155642
15208,2012-09-30,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194,20.5,24.240000000000002,72.0,8.9981,Winter,Light Precip,Evening,0,15.979381443298967,84.02061855670104
15209,2012-09-30,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123,20.5,24.240000000000002,68.0,0.0,Winter,Clear,Evening,0,15.447154471544716,84.5528455284553
15210,2012-09-30,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91,19.68,23.485,72.0,0.0,Winter,Clear,Evening,0,16.483516483516482,83.51648351648352
15211,2012-09-30,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,19.68,23.485,72.0,6.0032,Winter,Clear,Evening,0,14.035087719298245,85.96491228070175
15212,2012-10-01,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45,18.86,22.725,72.0,7.0015,Winter,Clear,Night,0,13.333333333333334,86.66666666666667
15213,2012-10-01,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18,18.04,21.97,77.0,6.0032,Winter,Clear,Night,0,27.77777777777778,72.22222222222221
15214,2012-10-01,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12,18.86,22.725,72.0,0.0,Winter,Clear,Night,0,50.0,50.0
15215,2012-10-01,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,6,7,18.04,21.97,77.0,0.0,Winter,Clear,Night,0,14.285714285714285,85.71428571428571
15216,2012-10-01,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10,17.22,21.21,82.0,7.0015,Winter,Clear,Night,0,0.0,100.0
15217,2012-10-01,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,2,34,36,18.04,21.97,77.0,0.0,Winter,Clear,Night,0,5.555555555555555,94.44444444444444
15218,2012-10-01,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155,18.04,21.97,77.0,7.0015,Winter,Clear,Morning,0,5.161290322580645,94.83870967741936
15219,2012-10-01,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483,18.04,21.97,77.0,11.0014,Winter,Clear,Morning,1,2.691511387163561,97.30848861283644
15220,2012-10-01,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784,18.86,22.725,77.0,7.0015,Winter,Mist,Morning,1,5.1020408163265305,94.89795918367348
15221,2012-10-01,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0,26,314,340,21.32,25.0,63.0,0.0,Winter,Mist,Morning,1,7.647058823529412,92.3529411764706
15222,2012-10-01,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,44,135,179,22.14,25.759999999999998,56.00000000000001,0.0,Winter,Clear,Morning,0,24.581005586592177,75.41899441340783
15223,2012-10-01,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,76,196,272,23.779999999999998,27.275,46.0,0.0,Winter,Clear,Morning,0,27.941176470588236,72.05882352941177
15224,2012-10-01,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323,24.599999999999998,31.06,43.0,11.0014,Winter,Mist,Afternoon,0,18.885448916408667,81.11455108359134
15225,2012-10-01,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305,24.599999999999998,31.06,43.0,11.0014,Winter,Mist,Afternoon,0,26.229508196721312,73.77049180327869
15226,2012-10-01,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244,24.599999999999998,31.06,43.0,7.0015,Winter,Mist,Afternoon,0,20.901639344262296,79.09836065573771
15227,2012-10-01,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329,25.419999999999998,31.06,43.0,8.9981,Winter,Mist,Afternoon,0,28.87537993920973,71.12462006079028
15228,2012-10-01,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459,25.419999999999998,31.06,46.0,16.997899999999998,Winter,Mist,Afternoon,0,11.11111111111111,88.88888888888889
15229,2012-10-01,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856,22.96,26.515,60.0,16.997899999999998,Winter,Light Precip,Afternoon,1,7.593457943925233,92.40654205607477
15230,2012-10-01,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613,22.96,26.515,64.0,7.0015,Winter,Light Precip,Evening,1,6.851549755301795,93.14845024469821
15231,2012-10-01,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516,22.14,25.759999999999998,68.0,7.0015,Winter,Mist,Evening,1,6.395348837209303,93.6046511627907
15232,2012-10-01,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,11,251,262,22.14,25.759999999999998,68.0,0.0,Winter,Light Precip,Evening,0,4.198473282442748,95.80152671755725
15233,2012-10-01,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218,22.14,25.759999999999998,73.0,8.9981,Winter,Mist,Evening,0,5.963302752293578,94.03669724770643
15234,2012-10-01,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,22.14,25.759999999999998,77.0,6.0032,Winter,Light Precip,Evening,0,8.212560386473431,91.78743961352657
15235,2012-10-01,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,17,88,105,22.14,25.759999999999998,77.0,0.0,Winter,Light Precip,Evening,0,16.19047619047619,83.80952380952381
15236,2012-10-02,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,1,30,31,22.96,26.515,73.0,0.0,Winter,Mist,Night,0,3.225806451612903,96.7741935483871
15237,2012-10-02,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0,11,11,22.14,25.759999999999998,77.0,7.0015,Winter,Mist,Night,0,0.0,100.0
15238,2012-10-02,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2,22.14,25.759999999999998,77.0,7.0015,Winter,Mist,Night,0,0.0,100.0
15239,2012-10-02,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,1,4,5,22.14,25.759999999999998,88.0,12.998000000000001,Winter,Mist,Night,0,20.0,80.0
15240,2012-10-02,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,8,10,22.96,26.515,83.0,6.0032,Winter,Mist,Night,0,20.0,80.0
15241,2012-10-02,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43,22.96,26.515,83.0,8.9981,Winter,Mist,Night,0,2.3255813953488373,97.67441860465115
15242,2012-10-02,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179,23.779999999999998,27.275,83.0,7.0015,Winter,Light Precip,Morning,0,1.675977653631285,98.32402234636871
15243,2012-10-02,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260,23.779999999999998,27.275,83.0,7.0015,Winter,Light Precip,Morning,1,1.5384615384615385,98.46153846153847
15244,2012-10-02,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,6,128,134,24.599999999999998,27.275,88.0,0.0,Winter,Light Precip,Morning,1,4.477611940298507,95.52238805970148
15245,2012-10-02,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86,23.779999999999998,27.275,88.0,8.9981,Winter,Light Precip,Morning,1,3.488372093023256,96.51162790697676
15246,2012-10-02,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,3,42,45,23.779999999999998,27.275,88.0,8.9981,Winter,Light Precip,Morning,0,6.666666666666667,93.33333333333333
15247,2012-10-02,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,7,92,99,23.779999999999998,27.275,94.0,8.9981,Winter,Light Precip,Morning,0,7.07070707070707,92.92929292929293
15248,2012-10-02,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,6,98,104,24.599999999999998,27.275,88.0,12.998000000000001,Winter,Mist,Afternoon,0,5.769230769230769,94.23076923076923
15249,2012-10-02,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,6,148,154,24.599999999999998,27.275,88.0,8.9981,Winter,Mist,Afternoon,0,3.896103896103896,96.1038961038961
15250,2012-10-02,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,16,147,163,24.599999999999998,27.275,88.0,8.9981,Winter,Light Precip,Afternoon,0,9.815950920245399,90.1840490797546
15251,2012-10-02,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,14,195,209,25.419999999999998,28.79,83.0,8.9981,Winter,Light Precip,Afternoon,0,6.698564593301436,93.30143540669856
15252,2012-10-02,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,46,328,374,25.419999999999998,28.03,88.0,8.9981,Winter,Light Precip,Afternoon,0,12.299465240641712,87.70053475935828
15253,2012-10-02,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,38,677,715,25.419999999999998,28.03,88.0,7.0015,Winter,Light Precip,Afternoon,1,5.314685314685315,94.68531468531468
15254,2012-10-02,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,48,639,687,25.419999999999998,27.275,94.0,6.0032,Winter,Light Precip,Evening,1,6.986899563318777,93.01310043668121
15255,2012-10-02,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,27,368,395,25.419999999999998,27.275,94.0,0.0,Winter,Light Precip,Evening,1,6.8354430379746836,93.16455696202532
15256,2012-10-02,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,20,286,306,25.419999999999998,27.275,94.0,8.9981,Winter,Light Precip,Evening,0,6.535947712418301,93.4640522875817
15257,2012-10-02,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,24,265,289,25.419999999999998,27.275,94.0,7.0015,Winter,Light Precip,Evening,0,8.304498269896193,91.6955017301038
15258,2012-10-02,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,28,212,240,25.419999999999998,27.275,94.0,7.0015,Winter,Mist,Evening,0,11.666666666666666,88.33333333333333
15259,2012-10-02,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,11,87,98,25.419999999999998,27.275,94.0,0.0,Winter,Mist,Evening,0,11.224489795918368,88.77551020408163
15260,2012-10-03,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,5,47,52,25.419999999999998,27.275,94.0,0.0,Winter,Light Precip,Night,0,9.615384615384617,90.38461538461539
15261,2012-10-03,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,3,16,19,25.419999999999998,27.275,94.0,0.0,Winter,Mist,Night,0,15.789473684210526,84.21052631578947
15262,2012-10-03,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,2,7,9,25.419999999999998,27.275,94.0,0.0,Winter,Mist,Night,0,22.22222222222222,77.77777777777779
15263,2012-10-03,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,0,7,7,24.599999999999998,25.759999999999998,94.0,0.0,Winter,Mist,Night,0,0.0,100.0
15264,2012-10-03,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,2,9,11,24.599999999999998,25.0,100.0,0.0,Winter,Mist,Night,0,18.181818181818183,81.81818181818183
